id,text,sarcastic,rephrase,dialect,Texte_traduit
666,ان شاء الله اللاعب شيكابالا هيلبسنا في اتخن حيط في النادي,1,اللاعب شيكابالا سوف يوقعنا في ورطة كبيرة,nile,الله شاء ، اللاعب Shikabala Helbsa في وضع جدار في النادي
667,من كان بيته من زجاج، لا يقذف الناس بالحجارة,1,هو كله عيوب,nile,من هو منزله الزجاج ، لا يرمي الناس الحجارة
668,المشكله في مصر في اهل العروسه تحس انك داخل لي تاجر جمله مش اهل واحده الا من رحم ربي,1,أهل العروسة فى مصر بيبالغوا فى المهور الا قليل منهم ,nile,تشعر المشكلة في مصر في شعب العروس بأنك داخل جملة من الجملة التي ليست شعبًا إلا من رحمة ربي
669,مرار طافح هما منوينش يفوزو عليهم حتا واحد صفر تخليص حق,1,ياريت يفوزوا فوز واحد ويفرحونا ,nile,مرارة ، هم منجران ، الذين سيفوزون بهم ، واحد صفر ، يتخلصون من اليمين
670,أنا لو شغلت اللعبة دي علي جهازي هيفرقع 😂,1,جهازي ميقدرش يشغل اللعبة دي,nile,إذا شغلت هذه اللعبة على جهازي ، فسيتم فصلها 😂
671,أنا مهما حدث لا انظر إلى الخلف ثقة ام غرور لا غضروف,1,أنا ضهرى واجعنى مش قادر أبص للوراء فى الماضى ,nile,مهما حدث ، لا أنظر إلى الوراء بثقة أو غطرسة ، وليس غضروف
672,إذا لم تضحك لك الحياة دغدغها وستضحك غصبا عنها,1,ان لازم تعدي المشاكل ومينفعش نفضل عالطول زعلانين فنجبر الدنيا تضحك عشان نضحك احنا,msa,إذا كانت الحياة لا تضحك عليك ، فسوف تضحك وستضحك عليها
673,والله دي عزومة مراكبية كثيير,1,والله انت بتعرض خدماتك بالقول بس مش بالفعل,nile,من الله ، هناك الكثير من المشيعين
674,علاقة ترامب بالسياسه زى علاقتى باللغه الصينيه,1,ترامب فاشل على المستوى السياسي,nile,علاقة ترامب بالسياسة هي علاقتي باللغة الصينية
675,قمة الجلطه تركب مع واحد احول,1,قمة الشقاء ان تركب سيارة مع شخص لا يستيع القايدة,levant,الجزء العلوي من السكتة الدماغية يركب مع واحد تحول
676,يبقي كده نادي الضحك مش نادى رياضى,1,نادى لا يتعامل باحترافية,nile,يبقى هكذا ، نادي الضحك ليس ناديًا رياضيًا
677,النادي الاهلي اشرف نادي في الكون,1,النادي الاهلي غير شريف,msa,نادي آل آلي هو النادي الأكثر شهرة في الكون
678,المنتخب الليبي: متضامن مع البدري ويحتج عل اتحاد الكره المصري (والنبي سيبوووووه),1,المنتخب الليبي يتمني استمرار البدري في تدريب المنتخب لعلمه بفشله,nile,المنتخب الوطني الليبي: التضامن مع البادري والاحتجاجات ضد جمعية كرة القدم المصرية (والنبي Sibooooooo)
679,رونالدو يصطاد العصافير في أولد ترافورد,1,رونالدو يسدد في السماء,msa,رونالدو يصطاد الطيور في أولد ترافورد
680,با واد كفايه هتتكفى على وشك وتتعور,1,اخلص وانزل يلا هتنزل على وشك وتتصاب,nile,يا وادي ، يكفي لك
681,دنا كنت بحب واحدة لما كانت تقعد كانت الكنبة بترجع,1,دنا كنت بحب واحدة شكلها وحش جدا,nile,دانا ، أحببت المرء عندما كانت جالسة ، كانت الأريكة.
682,مبقاش فيه اخبار غير فيفي عبده الام المثالية خريجة الازهر,1,ليه الأخبار بس عن فيفى عبده الرقاصة ,nile,لا توجد أخبار غير FIFI ABDO ، الأم المثالية ، خريجة العصر
683,ده فاكر نفسه محور الكون,1,ده شخص غير مهم ولا أحد يبالي به,nile,هذا يعتقد نفسه هو محور الكون
684,دينا الشربيني بعد 4 أشهر غيبوبة وتلاقي حواجبها متحددة,1,مكياج دينا الشربينى مش منطقى مع دورها فى المسلسل,nile,دينا إل شيربيني بعد 4 أشهر هي غيبوبة ، ويحتضن حواجبها
685,الفيس تيس وتويتر عنزة,1,الفيس اصبح ملل مثل تويتر,nile,إلفيس تيس وتويتر أنزا
686,هي اجى صاحبك,1,هي اجى الي بتكرهه,levant,هي صديقك
687,حوش الحب هيقطع بعضه,1,شخصان لا يحبان بعضهما,nile,سوف الوحوش الحب قطع بعض
688,عندها 9 عيال وعايشة حياتها وبتتصور وهى حاطة رجل على رجل وأنتى معاكى عيل واحد ومحتاسة بيه 😂😂,1,هى شاظرة وعارفة تدير أمورها وأنت خايبة ومش عارفة تتصرفى,nile,لديها 9 أطفال ، تعيش حياتها ، وتخيلت ، بينما كانت رجلاً على رجل ، وأنت معك عائلة واحدة ، وقد عدت معه 😂😂
689,كبير وجايح أكبر شوي شلاغمك يكتفو بعير,1,"من شدة كبر شاربه يستطيع ان يعمل به خيط لربط البعير
معناه انو كبير فالعمر  لكنه لا يزال يهرج",magreb,كبير ، وأكبر شوي شالاجمك ، جمل
690,يعيش البجح على قفا المكسوف,1,البجح بياخد حقه وحق اللى بتكسف يطلب حقه,nile,عش النجاح في عودة Broken
691,و يا ترى ده دكتور و لا عيان,1,الدكتور شغله مبهدل زى العيان,nile,أتساءل هذا الطبيب ولا شاهد عيان
692,طلب دعوة من أمو فقالت ربي يبعد عليك بنات الحرام و حين ذهب إلى الجامعة لم تحتك به أي فتاة,1,كثرة بنات الحرام في الجامعة جعلته لا يتعرف على أي فتاة,magreb,طلب دعوة من AMO ، وقالت ، الله يحتفظ بنات الممناء ، وعندما ذهب إلى الجامعة ، لم يمسك أي فتاة به
693,الرجال يمكنهم مقاومة  نظرية صائبة ويستسلمون لنظرة ثاقبة,1,ان الرجال يفضلوا يعاندوا وييجوا عند الستات ويلينوا,msa,يمكن للرجال مقاومة النظرية الصحيحة والاستسلام للمظهر الثاقبة
694,الحمد لله انا الموضوع كان قالقنى خالص كده هعرف أنام مطمن عليكم,1,ان موضوع النقاش والكلام به وشغل الناس به هو شيء تافه جداً,nile,الحمد لله ، أنا الموضوع.كان بإخلاص
695,محمد صلاح قى حفل التتويج مبيسلمش على الممثلات الله على اخلاقك يا فخر العرب,1,ان محمد صلاح ميسلمش على ممثلات عشان حرام,nile,محمد صلاح ، حفل التتويج ، mbismish ، على الممثلات ، الله على أخلاقك ، يا فخر عربي
696,ان عادت تعود حط فى عينها عود,1,ان التجربه السيئه لن تتكرر,nile,إذا عادت ، فإنها تعود إلى عينيها
697,رمضان السنة ولا اسهل منه كورونا وحر,1,رمضان جدا صعب عشان الحر و كورونا,levant,رمضان السنة ليس أسهل مما هو عليه في كورونا ومجانية
698,بعد علاقة غير شرعية دامة عشرين سنة أمريكا تطلق أفغانستان بثلاث,1,أستقلال أفغانستان,msa,بعد علاقة غير قانونية لمدة عشرين عامًا ، ستطلق أمريكا أفغانستان بثلاثة
699,يا مستنى السمنة من دهن النملة عمرك ما حتقلى,1,ان انتظرت من الشخص البخيل شئ فأنك ستنتظر للابد,nile,السمنة من النملة
700,الشحات له نص البلد يا بلد,1,الشحات بياخد من كل الناس يعني معاه اكتر منهم,nile,الشهات لديه نص البلد ، البلد
701,وحده تقول :  الرجوله افعال اما الشنب حتى صديقاتي عندهم,1,وحده تقول :  الرجوله افعال اما الشنب حتى النساء يمكن ان يكون لهم شنب,nile,أنت تقول فقط: كثير من الناس أفعال.أما بالنسبة للنساناب ، حتى أصدقائي
702,من طلب العلا شافلة واسطه أما سهر الليالي ده فيلم تشوفه مع امك,1,يعنى مافيش حاجه هتمشى من غير الواسطه,nile,كل من يسأل عن al ula هو الشفة
703,هي الدنيا مالها بردت كده ليه,1,كسفت نفسي لما اتصرفت بشكل وحش,nile,هي العالم ، أموالها ، فلماذا
704,هو البرلمان اشتغل في تنظيم الاسره ماشاء الله,1,البرلمان التافه,nile,هذا هو البرلمان الذي عمل في تنظيم الأسرة ، واستعداد الله
